Source,Destination,Road Length (km),Congestion Level,Travel Time (min),Weather,Alternative Routes,Suitability Score,route_type,data_note,congestion_enc,weather_enc,is_peak,quality_label
Port Harcourt,Enugu,234.03966,Low,186.79,Cloudy,1,5.66,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Moderate
Benin City,Jos,694.72263,High,551.95,Cloudy,0,8.9,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Good
Kaduna,Enugu,568.11855,Low,457.49,Rainy,3,7.55,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Good
Kano,Jos,297.86287,High,272.81,Cloudy,1,9.05,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Good
Port Harcourt,Benin City,286.64756,High,277.63,Foggy,1,6.83,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Moderate
Port Harcourt,Benin City,286.64756,Low,277.63,Rainy,3,4.55,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Moderate
Kaduna,Jos,279.96749,Low,205.82,Rainy,1,1.27,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Poor
Kaduna,Enugu,568.11855,Medium,457.49,Rainy,3,1.23,intercity,Intercity highway data — travel times 79-810 min,1,3,1,Poor
Jos,Abuja,232.62361,Low,217.8,Clear,1,4.31,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Moderate
Kaduna,Abuja,195.51477,High,158.76,Clear,2,9.4,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Good
Kaduna,Kano,235.72768,High,178.76,Foggy,1,2.26,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Poor
Kano,Enugu,801.37292,High,629.28,Foggy,0,2.71,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Poor
Lagos,Ibadan,129.68181,Low,78.82,Clear,2,3.19,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Poor
Kano,Port Harcourt,1040.28448,Low,810.08,Rainy,2,6.24,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Moderate
Enugu,Abuja,368.41768,High,345.87,Clear,1,1.81,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Poor
Benin City,Port Harcourt,285.48322,Low,274.55,Clear,2,7.87,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Good
Enugu,Kaduna,567.67905,Medium,459.74,Clear,3,6.8,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Moderate
Kano,Ibadan,865.35273,High,584.82,Foggy,2,8.06,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Good
Abuja,Lagos,748.17526,Low,487.99,Clear,2,6.42,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Moderate
Ibadan,Kano,863.35031,High,581.74,Clear,0,7.13,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Good
Abuja,Port Harcourt,606.98275,Low,528.96,Clear,0,4.25,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Moderate
Ibadan,Enugu,533.28268,High,409.57,Cloudy,2,7.44,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Good
Jos,Benin City,694.31996,Low,555.87,Foggy,3,8.01,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Good
Enugu,Kano,800.29869,Medium,629.07,Foggy,0,9.01,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Good
Jos,Kaduna,280.59371,Medium,206.7,Clear,3,6.4,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Moderate
Enugu,Jos,515.71976,Low,438.21,Rainy,2,1.12,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Poor
Abuja,Enugu,365.9507,High,342.42,Clear,0,5.68,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Moderate
Ibadan,Jos,830.83856,Low,605.03,Cloudy,3,2.03,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Poor
Ibadan,Benin City,288.97126,High,225.81,Foggy,1,7.17,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Good
Enugu,Lagos,559.54563,Medium,403.02,Rainy,3,1.06,intercity,Intercity highway data — travel times 79-810 min,1,3,1,Poor
Ibadan,Lagos,130.8188,High,80.27,Rainy,0,4.75,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Moderate
Lagos,Abuja,743.50499,High,490.07,Rainy,1,3.86,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Poor
Lagos,Enugu,558.6844,Low,404.41,Cloudy,1,4.42,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Moderate
Benin City,Jos,694.72263,Low,551.95,Rainy,1,2.79,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Poor
Benin City,Port Harcourt,285.48322,Medium,274.55,Clear,3,4.96,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Moderate
Abuja,Ibadan,621.45345,Medium,416.3,Clear,2,3.24,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Poor
Kano,Kaduna,236.46671,Low,181.36,Foggy,0,5.62,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Moderate
Kano,Ibadan,865.35273,Low,584.82,Clear,3,9.55,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Good
Abuja,Ibadan,621.45345,High,416.3,Clear,0,4.98,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Moderate
Ibadan,Kano,863.35031,High,581.74,Rainy,0,4.92,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Moderate
Kano,Abuja,428.76915,Medium,330.56,Cloudy,0,7.49,intercity,Intercity highway data — travel times 79-810 min,1,1,1,Good
Benin City,Lagos,316.02466,High,220.63,Cloudy,3,1.31,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Poor
Abuja,Kaduna,190.11374,Medium,153.07,Clear,0,4.75,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Moderate
Benin City,Lagos,316.02466,Low,220.63,Cloudy,0,6.18,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Moderate
Port Harcourt,Jos,749.66504,Medium,624.64,Foggy,2,1.23,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Poor
Jos,Ibadan,831.54397,Low,603.83,Clear,0,8.22,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Good
Ibadan,Kano,863.35031,Low,581.74,Rainy,0,6.1,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Moderate
Ibadan,Abuja,617.21315,High,418.55,Cloudy,1,3.73,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Poor
Port Harcourt,Enugu,234.03966,Low,186.79,Foggy,3,9.56,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Good
Enugu,Lagos,559.54563,Medium,403.02,Clear,2,8.13,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Good
Enugu,Ibadan,531.74483,Low,406.38,Foggy,0,8.79,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Good
Enugu,Kaduna,567.67905,High,459.74,Cloudy,0,4.04,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Moderate
Benin City,Enugu,247.97468,Medium,197.15,Clear,2,5.98,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Moderate
Kaduna,Abuja,195.51477,High,158.76,Rainy,3,3.95,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Poor
Kano,Enugu,801.37292,High,629.28,Cloudy,0,4.42,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Moderate
Ibadan,Lagos,130.8188,Low,80.27,Foggy,2,8.43,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Good
Kano,Enugu,801.37292,Low,629.28,Rainy,2,9.48,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Good
Kano,Benin City,837.51247,Low,621.12,Rainy,1,8.37,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Good
Ibadan,Kaduna,645.9704,Medium,430.13,Clear,0,6.93,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Moderate
Abuja,Port Harcourt,606.98275,High,528.96,Foggy,0,8.71,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Good
Jos,Abuja,232.62361,High,217.8,Clear,2,2.47,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Poor
Ibadan,Abuja,617.21315,High,418.55,Foggy,0,4.96,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Moderate
Enugu,Benin City,248.85382,Low,200.88,Rainy,0,4.78,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Moderate
Benin City,Abuja,460.43211,Low,346.47,Clear,0,5.85,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Moderate
Kaduna,Port Harcourt,807.0301,High,638.29,Clear,0,5.44,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Moderate
Jos,Abuja,232.62361,Medium,217.8,Clear,1,1.44,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Poor
Jos,Ibadan,831.54397,Low,603.83,Clear,0,9.48,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Good
Abuja,Benin City,466.00838,Low,349.05,Cloudy,0,3.68,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Poor
Kaduna,Abuja,195.51477,Low,158.76,Clear,0,6.62,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Moderate
Jos,Lagos,958.26578,Low,675.52,Cloudy,2,3.55,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Poor
Port Harcourt,Jos,749.66504,Medium,624.64,Cloudy,2,9.11,intercity,Intercity highway data — travel times 79-810 min,1,1,1,Good
Ibadan,Port Harcourt,573.25476,High,497.31,Clear,0,9.98,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Good
Lagos,Abuja,743.50499,Low,490.07,Rainy,1,3.85,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Poor
Lagos,Jos,957.1304,Low,676.55,Cloudy,0,1.44,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Poor
Kano,Benin City,837.51247,Medium,621.12,Cloudy,1,3.08,intercity,Intercity highway data — travel times 79-810 min,1,1,1,Poor
Abuja,Ibadan,621.45345,Medium,416.3,Rainy,0,9.33,intercity,Intercity highway data — travel times 79-810 min,1,3,1,Good
Port Harcourt,Kano,1035.64389,Medium,808.93,Foggy,3,2.44,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Poor
Abuja,Benin City,466.00838,Low,349.05,Rainy,0,9.26,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Good
Ibadan,Port Harcourt,573.25476,Low,497.31,Clear,2,9.82,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Good
Abuja,Jos,233.94325,Medium,216.89,Cloudy,1,6.92,intercity,Intercity highway data — travel times 79-810 min,1,1,1,Moderate
Kaduna,Abuja,195.51477,Low,158.76,Cloudy,0,8.06,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Good
Benin City,Kano,837.16032,Medium,614.67,Foggy,0,3.35,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Poor
Kano,Port Harcourt,1040.28448,High,810.08,Foggy,3,1.46,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Poor
Kaduna,Lagos,776.5137,High,502.93,Rainy,2,1.5,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Poor
Jos,Kaduna,280.59371,High,206.7,Rainy,0,9.67,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Good
Ibadan,Benin City,288.97126,Medium,225.81,Cloudy,1,4.72,intercity,Intercity highway data — travel times 79-810 min,1,1,1,Moderate
Lagos,Kano,989.64216,High,653.26,Foggy,0,1.54,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Poor
Benin City,Ibadan,288.22386,Medium,223.98,Clear,0,7.23,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Good
Enugu,Kaduna,567.67905,High,459.74,Clear,1,9.82,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Good
Abuja,Kano,422.73338,Low,322.4,Foggy,3,1.02,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Poor
Lagos,Benin City,314.37299,High,220.65,Rainy,1,5.13,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Moderate
Ibadan,Port Harcourt,573.25476,Low,497.31,Cloudy,3,8.47,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Good
Port Harcourt,Kaduna,803.02425,Low,639.59,Foggy,2,9.86,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Good
Abuja,Port Harcourt,606.98275,Medium,528.96,Foggy,3,8.71,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Good
Benin City,Lagos,316.02466,Medium,220.63,Cloudy,0,5.08,intercity,Intercity highway data — travel times 79-810 min,1,1,1,Moderate
Kaduna,Lagos,776.5137,High,502.93,Cloudy,2,2.7,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Poor
Jos,Lagos,958.26578,High,675.52,Rainy,0,7.14,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Good
Port Harcourt,Jos,749.66504,Low,624.64,Cloudy,2,3.06,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Poor
Enugu,Kaduna,567.67905,High,459.74,Rainy,3,3.44,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Poor
Abuja,Enugu,365.9507,Medium,342.42,Foggy,3,3.63,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Poor
Kano,Lagos,992.07454,High,656.51,Cloudy,1,1.2,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Poor
Ibadan,Jos,830.83856,High,605.03,Clear,1,4.32,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Moderate
Ibadan,Benin City,288.97126,High,225.81,Clear,1,3.79,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Poor
Kano,Benin City,837.51247,Medium,621.12,Rainy,2,8.09,intercity,Intercity highway data — travel times 79-810 min,1,3,1,Good
Ibadan,Port Harcourt,573.25476,Low,497.31,Clear,0,9.75,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Good
Jos,Abuja,232.62361,High,217.8,Foggy,2,8.97,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Good
Kaduna,Abuja,195.51477,High,158.76,Foggy,2,5.93,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Moderate
Benin City,Kano,837.16032,High,614.67,Rainy,1,6.67,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Moderate
Kaduna,Abuja,195.51477,Medium,158.76,Foggy,0,8.91,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Good
Lagos,Kano,989.64216,Medium,653.26,Cloudy,3,2.77,intercity,Intercity highway data — travel times 79-810 min,1,1,1,Poor
Abuja,Port Harcourt,606.98275,High,528.96,Clear,3,2.46,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Poor
Port Harcourt,Enugu,234.03966,High,186.79,Clear,3,4.31,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Moderate
Jos,Ibadan,831.54397,Low,603.83,Foggy,0,6.01,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Moderate
Jos,Benin City,694.31996,Medium,555.87,Foggy,0,7.57,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Good
Enugu,Ibadan,531.74483,High,406.38,Rainy,2,1.06,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Poor
Kano,Benin City,837.51247,High,621.12,Rainy,0,5.16,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Moderate
Kaduna,Benin City,604.25809,Medium,449.32,Rainy,1,2.31,intercity,Intercity highway data — travel times 79-810 min,1,3,1,Poor
Lagos,Kaduna,772.26224,Medium,501.65,Foggy,0,9.47,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Good
Lagos,Port Harcourt,598.65649,Low,492.15,Foggy,3,2.33,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Poor
Kaduna,Port Harcourt,807.0301,Low,638.29,Foggy,1,4.95,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Moderate
Port Harcourt,Kaduna,803.02425,Low,639.59,Foggy,2,1.23,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Poor
Enugu,Kano,800.29869,Low,629.07,Rainy,0,4.98,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Moderate
Ibadan,Kaduna,645.9704,Medium,430.13,Rainy,0,4.26,intercity,Intercity highway data — travel times 79-810 min,1,3,1,Moderate
Abuja,Kano,422.73338,Low,322.4,Clear,3,5.68,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Moderate
Abuja,Lagos,748.17526,Medium,487.99,Clear,2,1.99,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Poor
Kaduna,Jos,279.96749,High,205.82,Rainy,1,6.42,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Moderate
Abuja,Enugu,365.9507,Medium,342.42,Clear,0,8.06,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Good
Enugu,Kaduna,567.67905,Low,459.74,Cloudy,0,7.28,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Good
Jos,Benin City,694.31996,Medium,555.87,Clear,2,9.07,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Good
Port Harcourt,Kaduna,803.02425,Medium,639.59,Cloudy,0,7.8,intercity,Intercity highway data — travel times 79-810 min,1,1,1,Good
Lagos,Kano,989.64216,Low,653.26,Cloudy,2,9.59,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Good
Port Harcourt,Kano,1035.64389,High,808.93,Cloudy,0,6.88,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Moderate
Jos,Benin City,694.31996,High,555.87,Rainy,1,3.36,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Poor
Kano,Ibadan,865.35273,High,584.82,Rainy,3,2.8,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Poor
Enugu,Kaduna,567.67905,Low,459.74,Cloudy,3,1.52,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Poor
Kano,Jos,297.86287,Medium,272.81,Foggy,0,4.66,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Moderate
Port Harcourt,Enugu,234.03966,Medium,186.79,Foggy,0,1.88,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Poor
Abuja,Enugu,365.9507,Low,342.42,Clear,3,4.8,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Moderate
Ibadan,Jos,830.83856,Medium,605.03,Cloudy,0,1.16,intercity,Intercity highway data — travel times 79-810 min,1,1,1,Poor
Kaduna,Port Harcourt,807.0301,Medium,638.29,Cloudy,3,1.04,intercity,Intercity highway data — travel times 79-810 min,1,1,1,Poor
Port Harcourt,Kaduna,803.02425,Low,639.59,Rainy,3,4.47,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Moderate
Jos,Port Harcourt,756.55034,Medium,624.63,Rainy,3,5.95,intercity,Intercity highway data — travel times 79-810 min,1,3,1,Moderate
Benin City,Ibadan,288.22386,Medium,223.98,Foggy,3,3.97,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Poor
Ibadan,Kano,863.35031,Medium,581.74,Clear,2,5.63,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Moderate
Jos,Enugu,515.51829,High,438.09,Rainy,3,1.1,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Poor
Benin City,Lagos,316.02466,Medium,220.63,Clear,0,9.94,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Good
Jos,Benin City,694.31996,Medium,555.87,Cloudy,3,1.32,intercity,Intercity highway data — travel times 79-810 min,1,1,1,Poor
Enugu,Port Harcourt,236.16038,High,190.99,Cloudy,1,2.53,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Poor
Port Harcourt,Jos,749.66504,Medium,624.64,Foggy,0,3.59,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Poor
Abuja,Kaduna,190.11374,High,153.07,Foggy,2,7.46,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Good
Kano,Lagos,992.07454,Low,656.51,Foggy,0,4.21,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Moderate
Kano,Jos,297.86287,High,272.81,Cloudy,3,1.48,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Poor
Jos,Abuja,232.62361,High,217.8,Foggy,0,7.36,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Good
Enugu,Kano,800.29869,Low,629.07,Foggy,1,9.39,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Good
Jos,Kano,297.05673,High,271.15,Cloudy,1,8.41,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Good
Enugu,Kaduna,567.67905,High,459.74,Foggy,1,8.94,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Good
Kaduna,Jos,279.96749,Medium,205.82,Clear,3,9.08,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Good
Lagos,Benin City,314.37299,Medium,220.65,Clear,2,3.05,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Poor
Abuja,Benin City,466.00838,High,349.05,Foggy,1,8.39,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Good
Jos,Abuja,232.62361,High,217.8,Foggy,0,7.06,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Good
Ibadan,Abuja,617.21315,Low,418.55,Cloudy,3,1.01,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Poor
Kaduna,Kano,235.72768,Low,178.76,Cloudy,1,1.31,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Poor
Kaduna,Benin City,604.25809,High,449.32,Foggy,1,5.5,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Moderate
Enugu,Kano,800.29869,Medium,629.07,Cloudy,0,7.1,intercity,Intercity highway data — travel times 79-810 min,1,1,1,Good
Kaduna,Abuja,195.51477,Medium,158.76,Clear,3,8.65,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Good
Enugu,Lagos,559.54563,Medium,403.02,Clear,2,2.16,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Poor
Kaduna,Port Harcourt,807.0301,High,638.29,Clear,3,2.51,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Poor
Kaduna,Port Harcourt,807.0301,High,638.29,Clear,1,5.38,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Moderate
Port Harcourt,Enugu,234.03966,Medium,186.79,Cloudy,0,7.35,intercity,Intercity highway data — travel times 79-810 min,1,1,1,Good
Kano,Abuja,428.76915,Low,330.56,Cloudy,1,3.57,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Poor
Kano,Ibadan,865.35273,High,584.82,Clear,3,7.85,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Good
Ibadan,Jos,830.83856,High,605.03,Clear,0,9.54,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Good
Abuja,Ibadan,621.45345,Medium,416.3,Clear,1,4.71,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Moderate
Lagos,Abuja,743.50499,Low,490.07,Rainy,3,6.26,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Moderate
Ibadan,Abuja,617.21315,High,418.55,Clear,2,9.54,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Good
Lagos,Jos,957.1304,Low,676.55,Foggy,3,6.6,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Moderate
Abuja,Kaduna,190.11374,Medium,153.07,Clear,2,3.03,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Poor
Kaduna,Enugu,568.11855,Low,457.49,Cloudy,1,4.89,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Moderate
Lagos,Ibadan,129.68181,High,78.82,Clear,1,8.09,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Good
Lagos,Kaduna,772.26224,High,501.65,Foggy,2,9.99,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Good
Port Harcourt,Abuja,602.36295,Medium,532.3,Clear,1,3.36,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Poor
Lagos,Jos,957.1304,Medium,676.55,Clear,2,3.22,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Poor
Jos,Port Harcourt,756.55034,Low,624.63,Rainy,3,9.62,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Good
Jos,Ibadan,831.54397,High,603.83,Rainy,2,9.81,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Good
Lagos,Kaduna,772.26224,Low,501.65,Rainy,0,4.89,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Moderate
Kaduna,Abuja,195.51477,Medium,158.76,Foggy,3,7.41,intercity,Intercity highway data — travel times 79-810 min,1,2,1,Good
Kano,Jos,297.86287,Low,272.81,Cloudy,0,2.38,intercity,Intercity highway data — travel times 79-810 min,0,1,0,Poor
Ibadan,Kaduna,645.9704,Medium,430.13,Rainy,0,7.41,intercity,Intercity highway data — travel times 79-810 min,1,3,1,Good
Kaduna,Enugu,568.11855,High,457.49,Rainy,1,3.55,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Poor
Enugu,Benin City,248.85382,High,200.88,Clear,2,1.9,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Poor
Kaduna,Jos,279.96749,Medium,205.82,Clear,3,9.96,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Good
Benin City,Port Harcourt,285.48322,Low,274.55,Rainy,1,9.21,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Good
Enugu,Lagos,559.54563,Medium,403.02,Clear,1,1.38,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Poor
Lagos,Kaduna,772.26224,High,501.65,Clear,2,7.2,intercity,Intercity highway data — travel times 79-810 min,2,0,0,Good
Benin City,Abuja,460.43211,Low,346.47,Rainy,2,4.45,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Moderate
Kaduna,Benin City,604.25809,Medium,449.32,Rainy,0,4.94,intercity,Intercity highway data — travel times 79-810 min,1,3,1,Moderate
Lagos,Benin City,314.37299,High,220.65,Rainy,0,2.07,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Poor
Benin City,Kano,837.16032,High,614.67,Rainy,1,9.62,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Good
Kaduna,Ibadan,649.79189,Medium,431.24,Rainy,2,8.11,intercity,Intercity highway data — travel times 79-810 min,1,3,1,Good
Kano,Enugu,801.37292,High,629.28,Cloudy,1,8.85,intercity,Intercity highway data — travel times 79-810 min,2,1,1,Good
Ibadan,Abuja,617.21315,Medium,418.55,Cloudy,3,3.44,intercity,Intercity highway data — travel times 79-810 min,1,1,1,Poor
Lagos,Enugu,558.6844,Low,404.41,Clear,3,3.06,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Poor
Kano,Enugu,801.37292,Medium,629.28,Clear,0,3.06,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Poor
Benin City,Enugu,247.97468,Low,197.15,Rainy,2,3.37,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Poor
Benin City,Ibadan,288.22386,Low,223.98,Rainy,0,5.77,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Moderate
Jos,Ibadan,831.54397,Low,603.83,Clear,2,3.95,intercity,Intercity highway data — travel times 79-810 min,0,0,0,Poor
Port Harcourt,Jos,749.66504,Low,624.64,Foggy,1,9.7,intercity,Intercity highway data — travel times 79-810 min,0,2,0,Good
Abuja,Kaduna,190.11374,Medium,153.07,Clear,0,5.23,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Moderate
Port Harcourt,Abuja,602.36295,High,532.3,Foggy,3,1.71,intercity,Intercity highway data — travel times 79-810 min,2,2,1,Poor
Abuja,Jos,233.94325,Medium,216.89,Clear,1,7.17,intercity,Intercity highway data — travel times 79-810 min,1,0,0,Good
Enugu,Benin City,248.85382,High,200.88,Rainy,0,9.48,intercity,Intercity highway data — travel times 79-810 min,2,3,1,Good
Jos,Benin City,694.31996,Low,555.87,Rainy,0,2.44,intercity,Intercity highway data — travel times 79-810 min,0,3,0,Poor
